vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
A,B,172,86,10,7,False,,6,8,158,0,0,5,1,1,0,1,1,0,3,0,0
B,A,158,80,8,10,False,,9,3,146,0,0,5,1,1,0,1,1,1,4,0,0
B,A,278,139,9,10,True,,7,5,266,0,0,3,1,1,2,0,0,2,5,0,0
B,A,254,127,8,10,False,,11,2,241,0,0,5,0,1,1,0,1,0,3,0,1
B,B,164,83,7,10,False,,8,3,152,0,0,8,2,1,2,1,1,0,5,0,0
A,A,222,112,10,6,False,,9,4,209,0,0,7,1,1,0,1,1,0,3,0,0
B,B,220,111,8,10,False,,10,4,206,0,0,6,0,0,2,1,1,0,4,0,0
A,A,189,95,10,7,False,,5,6,174,0,0,5,0,0,1,1,0,2,4,0,0
B,A,254,127,6,10,False,,8,6,240,0,0,6,0,0,1,0,0,1,2,0,0
B,B,229,115,8,10,False,,7,3,218,0,0,3,1,2,0,1,1,2,6,0,0
A,A,171,86,10,8,False,A,9,4,158,0,0,8,2,0,1,0,0,0,1,1,0
A,A,186,94,10,6,False,,11,1,174,0,0,3,1,2,1,1,1,0,5,0,0
A,A,295,148,10,8,False,,8,2,285,0,0,5,0,2,2,0,1,2,7,0,0
B,A,192,96,8,10,False,B,8,2,182,0,0,6,1,1,1,0,1,2,5,1,0
A,B,220,110,10,7,False,,10,1,209,0,0,5,0,0,1,1,0,3,5,0,0
B,A,258,129,7,10,True,,7,4,247,0,0,8,2,1,1,0,0,3,5,0,0
B,A,176,88,5,10,False,,7,2,167,0,0,4,0,4,0,1,2,0,7,0,0
A,A,217,109,10,8,False,,8,1,208,0,0,3,1,1,1,0,3,0,5,0,0
B,A,270,135,9,10,False,,7,3,260,0,0,6,0,2,2,0,0,1,5,0,0
B,A,258,129,7,10,False,,6,4,248,1,2,6,2,0,1,0,1,1,3,1,0
B,A,178,89,3,10,False,B,8,2,168,0,0,8,1,3,1,0,0,0,4,1,0
A,A,179,90,10,6,False,,12,2,162,0,0,8,0,0,1,1,0,1,3,0,0
A,B,206,103,10,8,False,,9,5,192,0,0,6,1,1,1,0,0,1,3,0,0
A,A,202,102,10,7,False,,11,3,186,0,0,7,1,3,0,1,0,0,4,0,0
B,B,247,124,8,10,False,,9,4,234,0,0,7,0,1,2,0,0,0,3,0,0
B,B,171,86,7,10,False,,11,2,156,0,0,5,0,1,1,2,0,0,4,0,0
A,B,158,79,10,4,False,,7,5,146,0,0,5,2,2,0,0,1,1,4,0,0
A,B,224,112,10,9,False,,9,3,212,0,0,5,1,1,0,0,0,0,1,0,1
A,A,171,86,10,8,False,,8,3,158,0,0,6,1,1,1,1,1,0,4,0,0
B,A,276,138,7,10,False,,7,1,268,0,0,5,1,1,0,0,2,1,4,0,0
A,B,208,105,10,6,False,,4,3,201,1,2,3,0,3,0,1,1,2,7,1,0
A,A,122,62,10,5,False,,8,6,106,0,0,4,0,0,0,1,2,0,3,0,0
B,B,105,53,6,10,False,,10,4,91,0,0,3,1,1,0,0,0,1,2,0,0
B,B,213,107,9,10,False,,12,3,198,0,0,6,1,0,0,0,0,1,1,0,0
B,A,112,56,5,10,False,A,10,3,99,0,0,6,3,2,0,0,0,0,2,1,0
A,B,192,96,10,5,False,A,9,3,180,0,0,8,0,1,1,1,0,0,3,1,0
A,B,208,104,10,9,False,A,9,3,196,0,0,9,0,0,1,0,1,1,3,1,0
A,B,214,107,10,8,False,,9,5,200,0,0,5,2,0,1,1,1,1,4,0,0
A,A,289,145,10,9,False,,7,3,279,0,0,8,0,1,0,0,1,2,4,0,0
B,B,205,103,9,10,False,,8,4,189,0,0,9,0,2,0,2,0,0,4,0,0
B,B,217,109,9,10,False,,10,1,206,0,0,6,0,1,1,3,0,1,6,0,0
A,B,226,113,10,5,False,,3,9,214,0,0,4,0,1,0,0,3,0,4,0,1
B,A,166,83,5,10,False,B,7,3,156,0,0,7,1,2,0,2,0,2,6,1,0
A,A,177,89,10,7,False,,8,3,163,0,0,4,1,2,0,2,1,0,5,0,0
A,A,185,93,10,7,False,,9,2,174,0,0,4,1,0,4,0,1,0,5,0,0
B,A,204,103,9,12,False,,9,3,192,0,0,5,2,1,1,1,0,1,4,0,0
B,A,212,106,6,10,False,,9,3,200,0,0,5,1,1,1,0,0,1,3,0,0
A,B,218,109,10,9,False,A,8,3,204,0,0,6,1,0,0,2,1,1,4,1,0
B,A,180,90,7,10,False,,8,6,166,0,0,5,0,2,0,1,1,0,4,0,0
B,B,217,109,9,10,False,,12,2,203,0,0,3,0,0,0,1,1,0,2,0,0
B,A,174,87,7,10,False,,8,4,160,0,0,5,0,1,1,2,0,0,4,0,0
B,A,270,135,9,10,False,,8,3,259,0,0,7,1,1,1,0,0,3,5,0,0
A,B,156,78,10,4,False,A,6,6,144,0,0,6,0,1,1,1,0,1,4,1,0
A,A,235,118,10,8,False,A,9,9,217,0,0,6,0,0,0,0,0,0,0,1,0
A,A,221,111,10,6,False,,9,5,207,0,0,5,0,0,2,0,0,1,3,0,0
B,B,271,136,9,10,False,,10,2,259,0,0,5,0,1,0,0,2,1,4,0,0
B,B,263,132,7,10,False,,6,6,251,0,0,4,0,0,1,0,1,3,5,0,0
B,A,234,117,8,10,False,,10,3,221,0,0,5,0,0,0,0,2,0,2,0,0
B,B,197,99,4,10,False,,8,1,187,0,0,4,0,0,2,1,1,2,6,0,1
A,B,226,113,10,8,False,,9,2,215,0,0,4,2,0,2,0,1,0,3,0,0
B,B,153,77,5,10,False,,7,4,140,0,0,5,2,4,0,1,1,0,6,0,0
B,B,223,112,8,10,False,,9,3,210,0,0,5,2,0,1,1,0,0,2,0,0
A,B,232,116,10,8,False,A,7,5,219,0,0,5,0,0,2,1,0,0,3,1,0
A,B,176,88,10,7,False,,11,3,160,0,0,6,0,0,1,1,0,1,3,0,0
B,B,217,109,6,10,False,,8,2,203,0,0,7,0,2,1,1,0,1,5,0,0
A,A,205,103,10,8,False,,8,7,189,0,0,6,1,0,0,1,1,0,2,0,0
B,B,261,131,7,10,False,,5,4,252,1,2,7,1,0,2,0,2,1,6,0,0
B,A,192,96,6,10,False,,8,4,178,0,0,6,0,1,1,1,0,0,3,0,0
B,B,207,104,5,10,False,B,8,3,192,0,0,8,0,1,4,1,0,0,6,1,0
B,A,192,96,8,10,False,,9,8,175,0,0,5,0,0,0,1,0,0,1,0,0
A,B,246,123,10,6,False,,8,4,234,1,2,3,0,1,1,0,1,0,3,1,0
B,A,236,118,6,10,False,,5,7,224,0,0,7,0,2,2,0,0,0,4,0,0
B,B,195,98,9,10,False,,9,0,186,0,0,5,2,0,1,2,1,2,6,0,0
A,B,174,88,10,9,False,,7,6,159,0,0,6,0,0,1,2,1,1,5,0,0
A,B,180,90,10,6,False,A,6,6,168,0,0,4,0,0,0,1,1,0,2,1,0
A,B,116,58,10,4,False,,9,4,103,0,0,5,1,0,0,1,2,2,5,0,0
B,B,277,139,9,10,False,,7,5,265,0,0,7,0,1,1,0,3,0,5,0,0
A,B,208,104,10,9,False,,9,4,195,1,2,5,1,0,1,1,0,0,3,0,0
B,A,200,100,7,10,False,,9,6,185,0,0,6,2,0,1,0,0,0,1,0,0
A,B,146,73,10,6,False,,11,2,131,0,0,1,1,0,1,1,0,0,2,0,0
A,B,222,111,10,8,False,,9,6,207,0,0,3,0,0,1,0,0,0,1,0,0
B,A,244,122,9,10,False,A,3,4,237,0,0,9,3,0,3,0,2,0,5,1,0
B,A,224,112,8,10,False,,8,5,211,0,0,7,0,0,1,0,0,1,2,0,0
B,B,187,94,7,10,False,,7,4,172,0,0,1,2,1,1,1,2,0,5,0,0
B,B,211,106,8,10,False,,10,0,199,0,0,6,2,1,1,1,0,1,4,0,0
A,A,279,140,10,9,False,,6,5,268,0,0,6,0,1,2,0,1,1,5,0,0
A,B,202,101,10,8,False,,6,5,191,0,0,6,1,2,1,0,0,1,4,0,0
B,A,286,143,7,10,False,A,5,4,277,0,0,8,1,3,2,0,1,0,6,1,0
A,B,220,110,10,8,False,B,5,2,213,0,0,7,3,2,1,0,1,0,4,1,0
A,B,238,119,10,7,False,B,10,3,225,0,0,4,1,4,0,0,0,1,5,1,0
A,B,194,98,10,7,False,,13,2,179,0,0,8,0,1,1,1,0,0,3,0,0
B,A,166,83,9,12,False,,8,4,154,0,0,7,2,2,3,1,0,0,6,0,0
A,A,247,124,10,9,False,,8,6,233,0,0,9,1,1,1,0,0,1,3,0,0
B,B,203,102,8,10,False,,5,4,194,0,0,4,2,0,3,2,0,2,7,0,0
B,A,146,73,7,10,False,B,6,3,137,0,0,7,2,1,0,1,0,0,2,1,0
A,B,132,66,10,6,False,,7,1,124,0,0,4,1,2,2,0,0,3,7,0,0
A,B,230,115,10,9,False,A,10,3,214,0,0,9,1,1,1,1,0,0,3,1,0
B,A,284,142,9,10,False,,8,3,273,0,0,9,1,1,1,0,1,1,4,0,0
B,B,187,94,7,10,False,,9,3,173,0,0,6,0,1,0,2,1,1,5,0,0
A,B,206,103,12,5,False,A,7,5,194,0,0,4,1,1,1,1,1,0,4,1,0
A,A,257,129,11,8,False,B,5,5,245,0,0,3,3,0,0,1,0,1,2,1,0
A,A,169,85,10,6,False,,12,5,152,0,0,5,0,0,0,0,1,1,2,0,0
B,A,212,107,7,10,False,,7,4,201,0,0,7,0,1,2,1,1,0,5,0,0
B,B,265,133,9,10,False,,8,5,252,0,0,6,0,2,1,0,0,0,3,0,1
A,B,216,108,10,7,False,,9,1,206,0,0,6,1,0,2,0,1,2,5,0,0
A,A,105,53,10,3,False,B,9,4,92,0,0,3,1,1,0,0,1,0,2,1,0
A,A,343,172,10,9,False,,3,10,330,0,0,7,2,1,2,0,1,1,5,0,0
A,A,141,71,10,5,False,,11,2,127,0,0,7,1,1,1,1,1,0,4,0,0
A,B,152,76,10,4,False,,3,11,138,0,0,7,1,0,0,0,3,0,3,0,0
B,A,174,88,6,10,False,,5,7,162,0,0,3,0,1,0,2,1,0,4,0,0
B,B,168,85,6,10,False,,9,5,152,0,0,4,1,0,1,2,0,0,3,0,0
A,B,170,86,10,7,False,,11,4,155,0,0,6,1,1,1,1,0,1,4,0,0
A,A,291,146,10,9,False,,8,5,278,0,0,4,0,0,1,0,1,1,3,0,0
B,A,220,110,5,10,False,,7,5,204,0,0,8,0,0,2,1,0,3,6,0,0
B,B,277,139,9,10,False,,6,5,266,0,0,4,1,0,2,0,2,1,5,0,0
A,B,244,122,10,9,False,A,6,6,231,0,0,11,0,0,0,1,0,1,2,1,0
A,A,237,119,10,8,False,,6,3,228,0,0,2,0,2,1,1,1,2,7,0,0
A,B,216,108,10,9,False,,9,5,202,0,0,5,0,0,0,1,2,0,3,0,0
B,B,212,107,7,10,False,,10,2,199,0,0,2,0,0,0,1,3,1,5,0,0
B,B,131,66,8,10,False,,10,2,117,0,0,4,2,0,1,1,0,0,2,0,0
A,A,232,117,10,9,False,,10,2,218,0,0,8,1,0,2,1,1,0,4,0,0
A,A,214,108,10,9,False,,10,5,198,0,0,6,0,1,0,1,0,0,2,0,0
B,B,187,94,6,10,False,,5,9,171,0,0,6,0,1,0,1,1,1,4,0,0
B,B,194,98,8,10,False,B,6,5,179,0,0,6,1,1,1,3,0,0,5,1,0
B,A,110,55,6,10,False,,4,5,99,0,0,5,1,1,3,2,1,0,7,0,0
A,B,202,101,10,8,True,,7,5,190,0,0,7,2,0,2,0,1,1,4,0,0
A,A,202,102,10,6,False,,8,5,188,0,0,5,0,0,1,1,1,1,4,0,0
A,A,281,141,10,6,False,,8,2,271,0,0,8,0,2,0,0,2,1,5,0,0
A,B,160,80,10,8,False,,10,7,143,0,0,4,1,0,1,1,0,0,2,0,0
B,B,197,99,8,10,False,,9,5,181,0,0,5,0,2,1,1,0,0,4,0,0
B,A,152,76,7,10,False,,8,1,140,0,0,6,2,1,2,1,1,1,6,0,0
B,B,225,113,7,10,False,,9,4,212,0,0,6,1,1,0,0,1,0,2,0,0
A,B,268,134,10,9,False,,7,4,257,0,0,5,1,3,1,0,1,1,6,0,0
B,A,220,110,7,10,False,,7,7,204,0,0,4,1,0,3,2,0,0,5,0,0
B,A,240,120,8,10,False,,10,5,225,0,0,4,2,0,1,0,0,1,2,0,0
A,A,285,143,10,6,False,A|B,6,2,277,0,0,7,0,0,2,0,2,1,5,2,0
B,A,174,87,7,10,False,,8,4,162,0,0,2,1,2,2,0,0,0,4,0,0
B,A,240,120,7,10,False,,7,8,225,0,0,8,0,1,1,0,0,1,3,0,0
A,B,286,143,10,6,False,B,5,3,278,0,0,4,1,1,1,0,3,1,6,1,0
B,B,192,97,7,10,False,,8,6,177,0,0,3,0,1,2,1,0,0,4,0,0
B,B,263,132,7,10,False,B,5,9,249,0,0,5,0,2,0,0,0,2,4,1,0
B,B,273,137,7,10,False,,5,3,264,0,0,4,1,2,1,1,0,2,6,0,0
B,A,246,123,9,10,False,B,9,3,234,0,0,8,0,1,1,0,0,0,2,1,0
A,B,294,147,10,9,False,,5,6,283,0,0,7,1,1,2,0,2,1,6,0,0
A,A,187,94,10,9,False,A,7,8,171,0,0,10,0,0,0,2,1,0,3,1,0
B,B,185,93,8,10,False,,8,4,171,0,0,11,0,0,2,1,2,1,6,0,0
A,A,223,112,10,9,False,B,8,4,211,0,0,6,1,2,0,0,1,1,4,1,0
B,B,207,104,7,10,False,,6,2,196,0,0,7,0,3,2,1,0,0,6,0,0
B,A,166,83,8,10,False,B,8,1,151,0,0,6,1,1,2,1,1,0,5,1,0
A,A,149,75,10,6,False,,6,3,139,0,0,6,2,0,0,3,1,1,5,0,0
A,B,222,111,10,7,False,A,13,2,207,0,0,8,0,1,0,0,1,1,3,1,0
A,A,134,68,10,5,False,,12,3,118,0,0,5,2,0,1,2,0,0,3,0,0
A,B,204,102,10,5,False,,6,5,193,0,0,5,0,2,0,0,0,1,3,0,0
A,B,154,77,10,6,False,,10,4,140,0,0,3,1,0,2,0,1,0,3,0,0
A,B,228,114,10,8,False,,3,6,219,0,0,3,1,3,1,0,2,1,7,0,0
B,B,199,100,7,10,False,,9,3,186,0,0,4,1,0,1,1,0,2,4,0,0
A,A,159,80,10,6,False,,11,3,143,0,0,6,0,0,0,2,0,0,2,0,0
B,B,217,109,7,10,False,,11,4,202,0,0,6,0,0,1,0,2,0,3,0,0
B,A,264,132,8,10,False,,10,2,252,0,0,4,0,1,0,0,2,1,4,0,0
A,A,215,108,10,9,False,,7,4,204,0,0,3,2,0,0,0,1,2,3,0,0
A,B,182,91,10,9,False,,9,5,165,0,0,5,2,0,1,1,1,0,3,0,0
A,B,204,102,10,7,False,B,6,1,197,0,0,8,2,0,2,0,1,1,4,1,0
B,B,184,93,7,10,False,,10,3,169,0,0,5,1,0,3,1,0,0,4,0,0
A,A,215,108,10,8,False,,7,5,203,0,0,8,0,2,0,0,1,1,4,0,0
B,B,225,113,9,10,False,,5,6,211,0,0,2,1,1,0,2,1,0,4,0,0
A,B,214,107,10,6,False,,8,4,202,0,0,8,0,2,0,0,1,1,4,0,0
A,B,236,118,10,6,False,A,8,6,222,0,0,4,0,0,0,0,0,2,2,1,0
A,A,209,105,10,9,False,A,4,3,198,0,0,7,1,3,1,2,0,1,7,1,0
A,A,241,121,10,9,False,,13,2,226,0,0,8,0,0,1,0,1,0,2,0,0
B,B,189,95,6,10,False,B,7,4,178,0,0,8,1,3,0,0,1,0,4,1,0
A,A,249,125,10,9,False,A,8,5,236,0,0,10,1,1,1,1,0,3,6,1,0
B,B,203,102,6,10,False,B,7,6,190,0,0,5,0,1,0,0,0,2,3,1,0
B,A,172,86,6,10,False,,9,3,160,0,0,4,0,1,0,2,1,0,4,0,0
A,B,202,102,10,9,False,,7,2,189,0,0,7,1,1,3,2,1,0,7,0,0
B,A,188,94,7,10,False,,6,4,178,0,0,6,1,0,1,0,1,1,3,0,0
B,A,82,41,3,10,False,,10,2,70,0,0,3,1,1,0,0,0,0,1,0,0
B,A,160,80,8,10,False,,9,3,148,0,0,6,0,2,2,1,0,0,5,0,0
A,A,197,99,10,5,False,,5,5,186,0,0,3,1,1,0,1,0,1,3,0,0
B,B,208,105,9,10,False,,6,5,194,0,0,7,0,1,0,2,0,1,4,0,0
B,B,239,120,7,10,False,,6,6,227,0,0,6,0,3,0,0,3,0,6,0,0
A,B,264,132,10,8,False,B,8,3,253,0,0,5,0,1,2,0,0,1,4,1,0
A,A,178,90,10,8,False,,8,8,160,0,0,8,0,0,0,1,2,0,3,0,0
B,B,153,77,2,10,False,,7,4,142,0,0,5,1,1,0,0,2,2,5,0,0
B,B,201,101,5,10,False,B,7,5,189,0,0,3,0,2,1,0,1,0,4,1,0
A,A,207,104,10,5,False,A|B,5,5,196,0,0,9,1,1,2,1,2,0,6,2,0
A,A,221,111,10,7,False,A,6,5,210,0,0,3,2,2,1,0,1,0,4,1,0
A,B,172,86,10,8,False,,3,5,164,0,0,6,2,3,1,1,2,0,7,0,0
A,B,196,98,10,7,False,,10,8,178,0,0,8,0,0,0,0,1,1,2,0,0
A,A,147,74,10,8,False,,9,4,134,0,0,3,1,0,1,1,1,1,4,0,0
A,B,222,111,10,7,False,,11,4,207,0,0,6,1,0,0,0,2,1,3,0,0
A,A,217,109,10,7,False,B,4,6,205,0,0,5,1,0,0,1,1,1,3,1,0
B,A,84,43,8,10,False,,10,0,71,0,0,4,1,0,0,2,0,0,2,0,0
A,B,122,61,10,2,False,,7,6,109,0,0,6,1,0,1,0,0,0,1,0,0
A,A,143,72,10,4,False,A,6,7,130,0,0,5,1,3,0,0,0,0,3,1,1
B,A,266,134,7,10,False,A,6,5,255,0,0,8,0,1,1,1,0,2,5,1,0
A,B,264,132,10,9,False,,9,5,250,0,0,6,0,0,1,0,1,1,3,0,0
A,A,245,123,10,8,False,,6,5,234,0,0,6,0,0,1,0,3,0,4,0,0
A,B,138,69,10,6,False,,10,3,125,1,2,4,1,0,0,1,0,0,2,0,0
A,A,230,116,10,8,False,,7,5,215,0,0,2,0,0,0,1,1,2,4,0,0
A,A,319,160,10,9,False,,7,3,309,1,2,7,1,2,1,0,0,0,4,0,0
A,A,170,86,10,7,False,,10,3,154,0,0,5,2,1,0,1,0,0,2,0,0
A,B,158,80,10,6,False,,4,3,151,1,2,7,1,0,1,1,2,1,6,0,0
A,A,148,75,10,5,False,,9,4,133,0,0,4,2,0,0,1,1,0,2,0,0
A,A,177,89,10,7,False,,7,1,169,1,2,9,1,1,1,1,0,1,5,0,0
B,A,182,91,6,10,False,,8,6,168,0,0,7,1,1,1,0,0,0,2,0,0
B,B,138,70,6,10,False,,9,4,124,0,0,9,0,1,2,2,0,0,5,0,0
B,A,246,123,8,10,False,A,4,5,237,0,0,7,0,0,0,0,2,2,4,1,0
B,B,156,79,6,10,False,,6,8,138,0,0,5,0,1,0,1,1,0,3,0,0
A,B,172,86,10,7,False,,6,8,158,0,0,3,0,0,0,2,0,0,2,0,0
A,A,301,151,10,9,False,B,10,4,287,0,0,7,0,2,0,0,1,0,3,1,0
A,B,188,95,10,5,False,A,6,3,179,0,0,6,1,1,0,2,1,1,5,1,0
B,A,200,100,8,10,False,,6,6,188,0,0,5,0,0,1,1,1,2,5,0,0
B,A,204,103,8,10,False,,7,4,193,0,0,6,1,3,0,1,0,0,4,0,0
B,B,215,108,5,10,False,,7,4,204,0,0,7,0,0,1,0,2,0,3,0,0
A,A,267,134,10,9,False,,8,6,253,0,0,5,1,0,0,0,0,1,1,0,0
A,B,246,123,10,7,False,,9,4,233,0,0,8,0,0,1,0,1,0,2,0,0
A,B,88,44,10,6,False,A,6,1,80,0,0,4,1,0,0,2,1,0,3,1,0
A,B,254,127,10,7,False,,7,5,242,0,0,5,0,0,2,0,0,2,4,0,0
B,B,246,124,9,10,False,,7,3,234,0,0,6,0,4,0,1,1,0,6,0,0
B,A,168,84,7,10,False,,9,5,154,0,0,4,1,1,0,1,1,1,4,0,0
B,A,294,147,8,10,False,,8,2,284,0,0,3,0,1,3,0,1,1,6,0,0
B,B,123,62,6,10,False,,7,3,113,0,0,4,1,1,0,1,2,0,4,0,0
B,B,137,69,4,10,False,,5,1,131,0,0,5,1,0,1,0,2,4,7,0,0
A,B,200,101,10,9,False,,9,3,188,0,0,8,1,1,2,1,0,1,5,0,0
B,B,283,142,9,10,False,B,8,4,271,0,0,7,2,0,1,0,1,1,3,1,0
A,A,211,106,10,7,False,,9,0,201,0,0,5,1,0,0,1,3,1,5,0,1
B,A,152,76,8,10,True,,7,4,141,0,0,8,2,2,0,0,0,1,3,0,0
B,B,199,100,9,10,False,,10,4,185,0,0,8,2,0,2,1,0,0,3,0,0
B,B,239,120,8,10,False,,7,3,224,0,0,9,1,1,1,2,0,1,5,0,0
A,B,164,82,10,9,False,A,9,4,148,0,0,7,0,1,0,1,1,0,3,1,0
A,B,270,135,10,9,True,,10,1,259,0,0,6,1,3,0,0,0,1,4,0,0
A,A,217,109,10,7,False,,9,2,206,0,0,8,3,0,1,0,0,4,5,0,0
A,B,152,76,10,6,False,,7,4,141,0,0,7,0,1,0,2,1,2,6,0,0
A,A,221,111,10,8,False,,6,7,208,0,0,3,0,1,0,0,1,1,3,0,0
B,A,94,47,3,10,False,,7,3,84,0,0,5,1,0,0,0,0,2,2,0,0
B,B,234,118,8,10,False,A,6,5,222,0,0,10,1,0,3,2,0,1,6,1,0
A,A,179,90,10,9,True,,7,3,169,0,0,4,1,1,2,0,2,0,5,0,0
B,A,310,155,7,10,False,,5,6,299,0,0,5,0,0,2,0,0,1,3,0,0
B,B,261,131,7,10,False,,5,8,248,0,0,7,1,2,3,0,1,0,6,0,0
A,B,212,106,10,8,False,B,10,5,197,0,0,3,1,0,1,0,1,0,2,1,0
A,A,223,112,10,6,False,,8,3,210,0,0,5,0,0,0,1,3,1,5,0,0
B,B,273,137,9,10,False,,6,7,260,0,0,7,2,1,0,0,2,0,3,0,0
B,B,157,79,6,10,False,,6,9,142,0,0,7,2,1,0,0,1,1,3,0,0
A,A,154,78,10,7,False,A,11,2,139,0,0,5,0,0,1,1,1,1,4,1,0
A,A,249,125,10,9,False,,9,4,236,0,0,4,0,1,0,0,1,2,4,0,0
B,B,188,95,8,10,False,,6,4,177,0,0,7,0,1,0,3,2,2,8,0,0
B,A,122,61,3,10,False,,8,2,112,0,0,6,1,1,2,0,0,0,3,0,0
A,A,263,132,10,7,False,,9,2,252,0,0,10,0,2,3,0,0,0,5,0,0
B,A,230,115,9,10,False,,10,4,216,0,0,5,0,0,1,0,2,1,4,0,0
B,B,218,110,7,10,False,,10,2,204,0,0,6,0,1,1,1,2,1,6,0,0
A,B,248,124,10,7,False,,5,9,234,0,0,2,1,0,0,0,1,1,2,0,0
A,A,202,102,10,8,False,B,7,4,188,0,0,6,0,0,2,1,1,0,4,1,0
B,B,194,98,8,10,False,B,4,3,182,0,0,4,0,1,2,2,1,0,6,1,0
B,A,162,81,6,10,False,,9,3,150,0,0,3,0,2,1,1,0,0,4,0,0
B,A,242,121,7,10,False,,7,2,233,0,0,7,1,1,0,0,1,3,5,0,0
B,B,221,111,7,10,False,,10,3,208,0,0,7,1,0,0,0,1,1,2,0,0
B,B,193,97,8,10,False,A,10,4,179,0,0,7,0,1,0,0,0,0,1,1,0
B,B,217,109,8,10,False,,8,4,205,0,0,6,1,1,1,0,1,1,4,0,1
B,A,234,117,6,10,False,B,7,7,218,0,0,6,1,0,0,1,0,0,1,1,0
B,B,141,71,8,10,False,,8,5,123,0,0,5,0,0,1,2,1,1,5,0,0
B,A,292,146,8,10,False,,7,6,279,0,0,6,1,2,0,0,0,2,4,0,0
B,B,91,46,2,10,False,,7,3,80,0,0,3,1,0,0,1,1,1,3,0,0
A,A,193,97,10,7,False,,8,5,180,0,0,9,1,0,0,1,2,1,4,0,0
B,A,182,92,4,10,False,,6,6,170,0,0,4,1,2,2,1,0,0,5,0,0
B,B,203,102,9,10,False,,11,2,188,0,0,6,0,0,0,1,1,0,2,0,0
B,A,160,80,8,10,False,,10,3,147,0,0,7,0,0,2,1,1,1,5,0,0
B,B,247,124,8,10,False,,6,1,239,0,0,4,2,1,2,1,1,1,6,0,0
B,B,169,85,9,10,True,,6,3,158,0,0,9,1,0,1,2,2,0,5,0,0
A,B,268,134,10,8,False,,6,7,255,0,0,6,1,0,1,0,1,1,3,0,0
B,A,274,137,6,10,False,,9,5,260,0,0,2,1,0,2,0,1,1,4,0,0
A,A,183,92,10,7,False,,9,2,171,0,0,9,2,0,0,1,1,3,5,0,0
B,A,166,84,7,10,False,B,9,1,155,0,0,8,2,1,1,2,0,0,4,1,0
A,B,214,107,10,8,False,,9,2,203,0,0,7,0,0,1,1,0,4,6,0,0
B,A,228,114,7,10,False,,9,2,217,0,0,6,2,3,0,0,0,1,4,0,0
A,B,156,78,10,4,False,,6,7,143,0,0,6,1,0,0,0,1,1,2,0,0
A,B,232,116,11,6,False,,5,4,223,0,0,7,1,3,2,1,0,1,7,0,0
B,B,190,96,5,10,False,,10,2,178,0,0,4,1,0,0,2,1,0,3,0,0
A,B,192,96,10,7,False,B,9,2,181,0,0,6,0,1,1,0,2,0,4,1,0
B,A,238,120,6,10,False,,3,9,226,0,0,8,0,0,2,1,1,1,5,0,0
A,B,194,97,10,9,False,,11,2,177,0,0,6,1,0,0,1,1,0,2,0,0
A,A,243,122,10,7,False,,5,8,227,0,0,5,0,1,0,1,0,0,2,0,0
B,A,114,57,6,10,False,,5,9,98,0,0,7,1,2,0,1,1,0,4,0,0
B,B,243,122,8,10,False,A,5,5,233,0,0,9,0,2,2,0,0,1,5,1,0
A,B,206,103,10,7,False,B,7,7,192,0,0,6,0,1,0,1,1,1,4,1,0
A,B,200,100,10,8,False,,10,3,187,0,0,6,1,1,0,0,1,1,3,0,0
B,B,162,82,6,10,False,,9,3,148,0,0,7,1,1,0,1,0,1,3,0,0
B,A,108,54,6,10,False,,7,6,95,0,0,4,0,0,0,1,0,1,2,0,0
B,A,246,123,9,10,False,B,5,6,235,0,0,10,1,0,2,0,2,0,4,1,0
A,B,150,75,10,8,False,,8,2,140,0,0,8,1,1,0,1,1,2,5,0,0
B,A,258,129,9,10,False,,9,1,248,1,2,4,0,2,0,0,0,1,3,1,0
B,B,183,92,5,10,False,B,6,3,174,0,0,5,2,0,2,1,1,1,5,1,1
A,A,152,77,10,6,False,,5,6,140,0,0,5,0,1,0,2,0,1,4,0,0
A,A,209,105,10,7,False,,9,6,194,0,0,3,0,1,1,0,0,2,4,0,0
A,B,252,126,10,5,False,A,6,5,241,0,0,7,0,3,1,1,0,1,6,1,0
A,B,212,106,10,6,False,B,10,2,200,0,0,6,0,2,0,0,0,0,2,1,0
B,B,223,112,8,10,False,,7,3,209,0,0,4,0,1,0,1,2,0,4,0,0
B,B,219,110,8,10,False,,9,5,205,0,0,5,2,1,0,0,2,1,4,0,0
A,B,168,84,10,8,False,,6,5,155,0,0,4,1,1,0,2,2,1,6,0,0
B,B,167,84,9,10,False,,10,1,152,0,0,5,0,1,1,2,1,1,6,0,0
A,A,229,115,10,8,False,,6,6,217,0,0,6,0,2,0,0,0,1,3,0,0
A,A,240,121,10,7,False,,4,8,227,0,0,5,0,1,2,1,0,0,4,0,1
A,B,176,88,10,6,False,,9,4,163,0,0,5,1,1,1,1,0,0,3,0,0
A,A,225,113,10,6,False,,9,5,211,0,0,7,0,2,1,0,0,0,3,0,0
A,B,164,82,10,6,False,,4,6,154,0,0,6,1,0,3,1,0,1,5,0,0
B,B,175,88,9,10,False,,8,2,164,0,0,6,0,0,0,2,1,2,5,0,1
