vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
B,B,249,125,6,11,False,,6,5,235,0,0,5,1,3,0,1,0,1,5,0,0
B,B,243,122,9,10,False,B,9,5,229,0,0,6,0,1,1,0,0,2,4,1,0
A,B,168,84,10,6,False,,7,6,155,0,0,8,2,3,1,0,0,0,4,0,0
A,A,187,94,10,6,False,,7,7,173,0,0,9,0,2,2,0,0,0,4,0,0
A,A,165,83,10,9,False,,7,7,151,0,0,5,2,0,1,1,0,1,3,0,0
B,A,222,111,7,10,False,,8,9,205,0,0,7,0,0,0,1,0,0,1,0,0
A,A,137,69,10,3,False,,7,6,124,1,2,5,1,1,0,0,0,1,3,0,0
B,A,256,128,6,10,False,,7,4,245,0,0,8,1,1,2,1,0,1,5,0,0
B,A,286,143,9,10,False,,7,6,273,0,0,3,0,1,1,0,0,2,4,0,0
B,B,231,116,9,10,False,,7,5,215,0,0,7,0,2,1,1,0,0,4,0,0
B,B,179,90,6,10,True,,7,4,166,0,0,8,2,1,1,1,0,2,5,0,0
A,B,230,115,10,8,False,,12,1,217,0,0,2,0,1,0,0,2,0,3,0,0
B,B,171,86,5,10,False,B,8,6,155,0,0,5,1,1,0,2,1,0,4,1,0
A,B,164,83,10,9,False,,10,0,153,0,0,6,1,0,1,2,0,2,5,0,0
B,B,186,94,7,10,False,,8,1,176,0,0,4,1,1,0,2,1,2,6,0,0
A,B,220,110,10,5,False,,7,4,209,0,0,7,1,1,2,0,1,0,4,0,0
B,A,200,100,6,10,False,B,5,4,188,0,0,5,0,1,1,2,0,2,6,1,0
A,B,126,63,10,5,False,,8,5,113,0,0,5,2,0,2,0,4,0,6,0,0
A,B,214,107,10,8,False,,8,7,199,0,0,7,1,1,0,0,0,1,2,0,0
A,A,197,99,10,4,False,,5,8,184,0,0,9,0,0,2,0,1,0,3,0,0
B,A,164,82,8,10,False,,8,7,149,0,0,6,1,0,1,1,0,0,2,0,0
A,A,137,69,10,5,False,,11,2,124,0,0,7,1,0,2,0,2,1,5,0,0
B,A,204,102,5,10,False,,9,3,192,0,0,7,0,1,1,0,0,3,5,0,0
A,A,176,89,10,9,False,B,5,1,168,0,0,8,1,1,1,2,2,1,7,1,0
B,A,126,64,5,10,False,,7,5,114,0,0,3,0,0,1,1,0,1,3,0,0
B,B,163,82,6,10,False,,7,4,151,0,0,3,1,0,0,1,0,2,3,0,0
A,B,210,105,10,8,False,,9,8,193,0,0,7,2,1,0,0,0,0,1,0,0
A,B,308,154,10,9,False,,8,3,297,1,2,8,1,2,1,0,0,2,5,1,0
A,A,181,91,10,9,True,B,9,4,166,0,0,9,2,1,0,2,0,0,3,1,0
A,B,242,121,10,7,False,B,8,5,229,0,0,5,0,0,1,1,0,0,2,1,0
A,B,238,119,10,9,False,,8,4,226,0,0,8,0,1,2,0,1,0,4,0,0
A,B,194,97,10,7,False,,7,5,182,0,0,6,1,2,1,1,0,1,5,0,0
A,B,204,102,10,8,False,,11,1,192,0,0,7,0,2,1,0,0,2,5,0,0
B,B,147,74,7,10,False,B,9,3,133,0,0,7,1,1,0,1,0,1,3,1,0
A,A,203,102,10,7,False,,7,7,187,0,0,4,0,2,0,0,0,1,3,0,0
B,B,235,118,6,10,False,,11,2,221,0,0,6,0,0,1,1,0,0,2,0,0
B,A,246,124,9,10,False,,5,7,234,0,0,5,1,0,1,1,0,1,3,0,0
A,B,134,68,10,6,False,B,5,4,125,0,0,5,1,1,0,1,0,2,4,1,0
A,B,154,77,10,5,False,B,6,2,146,0,0,5,2,2,1,0,0,1,4,1,0
A,B,154,77,10,7,False,,4,4,145,0,0,4,1,0,1,3,1,1,6,0,0
B,A,190,95,8,10,False,,7,4,179,0,0,5,0,2,1,1,2,0,6,0,0
B,B,185,93,8,10,False,,10,5,169,0,0,5,0,0,2,1,0,1,4,0,0
B,A,160,80,4,10,False,,9,5,146,0,0,5,0,1,1,1,0,1,4,0,0
B,B,158,80,8,10,False,B,5,8,143,0,0,8,1,0,0,1,1,1,3,1,0
B,B,195,98,7,10,False,,11,3,178,0,0,5,0,1,0,1,0,1,3,0,0
B,A,138,70,7,10,False,,4,9,125,0,0,6,1,0,2,2,1,1,6,0,0
A,A,173,87,10,8,False,,7,2,162,0,0,7,1,2,0,2,1,1,6,0,0
B,B,137,69,4,10,False,,4,3,128,0,0,3,0,0,1,3,0,1,5,0,0
B,A,62,31,1,10,False,,7,0,55,0,0,2,1,0,0,0,0,0,0,0,0
B,B,191,96,8,10,False,,8,5,175,0,0,5,1,0,1,1,0,2,4,0,0
B,A,152,76,5,10,False,,6,6,140,0,0,5,1,1,1,0,1,1,4,0,0
B,B,221,111,8,10,False,,10,6,205,0,0,5,0,0,0,0,0,0,0,0,0
B,A,262,131,7,10,False,A,4,7,251,0,0,6,0,0,3,0,0,1,4,1,0
B,B,191,96,7,10,False,,8,3,180,0,0,5,1,1,1,1,1,1,5,0,0
B,A,180,90,6,10,False,,7,6,167,0,0,8,0,0,1,1,0,1,3,0,0
B,B,162,82,7,10,False,,9,2,150,0,0,6,0,1,1,1,1,0,4,0,0
A,A,311,156,10,9,False,B,9,7,295,0,0,8,0,0,0,0,0,0,0,1,0
B,B,199,100,7,10,False,,6,7,186,0,0,5,0,2,0,0,2,0,4,0,0
B,B,232,117,7,10,False,,11,3,216,0,0,6,0,0,2,1,1,1,5,0,0
B,A,270,135,8,10,False,,5,8,257,0,0,9,0,2,1,0,0,1,4,0,0
B,B,237,119,8,10,False,,10,2,225,0,0,5,1,1,1,0,1,1,4,0,0
A,B,112,56,10,5,False,B,7,3,102,0,0,4,2,0,0,1,1,0,2,1,0
B,B,289,145,8,10,False,,12,2,275,0,0,6,0,1,1,0,1,1,4,0,0
B,B,248,125,8,10,False,,9,3,235,0,0,5,0,0,1,1,0,2,4,0,0
B,B,251,126,9,10,False,,7,4,240,0,0,6,0,1,2,0,2,0,5,0,0
B,A,126,63,7,10,False,,8,5,110,0,0,7,0,1,1,2,0,0,4,0,0
A,A,85,43,10,5,False,,3,8,74,0,0,7,2,0,1,1,0,0,2,0,0
A,A,151,76,10,7,False,,9,5,137,0,0,4,1,0,0,1,1,1,3,0,0
B,A,282,141,7,10,False,,6,9,267,0,0,6,0,1,1,1,0,1,4,0,0
B,B,167,84,8,10,False,,8,2,156,0,0,8,1,1,0,1,1,0,3,0,1
A,A,167,84,10,7,True,B,5,5,157,0,0,8,2,1,3,0,1,0,5,1,0
B,A,190,95,8,10,False,,7,4,179,0,0,7,1,0,2,0,1,0,3,0,0
A,A,151,76,10,8,False,,7,4,140,0,0,6,2,0,0,1,1,0,2,0,0
B,A,244,123,8,10,False,,7,7,230,0,0,8,0,0,1,1,2,0,4,0,0
B,B,204,103,7,10,False,,8,6,189,0,0,6,0,1,1,1,0,1,4,0,0
A,B,200,100,10,8,False,B,8,6,186,0,0,6,0,3,1,0,0,0,4,1,0
A,B,146,73,10,9,False,,11,1,131,0,0,7,2,0,1,1,2,0,4,0,0
B,B,161,81,5,10,False,,7,0,151,0,0,8,1,2,1,1,1,1,6,0,0
B,A,226,113,5,10,False,,9,2,215,0,0,5,0,1,0,1,0,2,4,0,0
A,A,241,121,10,9,False,,8,5,226,0,0,7,1,1,0,0,1,1,3,0,0
B,B,236,119,8,10,False,B,6,7,218,0,0,9,0,0,0,1,1,1,3,1,0
B,B,167,84,6,10,False,B,7,5,154,0,0,8,1,2,0,1,0,1,4,1,0
B,B,243,122,8,10,False,,12,2,229,0,0,6,1,0,1,0,1,0,2,0,0
A,B,140,70,10,8,False,,9,0,129,0,0,6,1,2,1,1,0,1,5,0,0
B,B,311,156,9,10,False,,10,5,296,0,0,7,0,1,0,0,2,0,3,0,0
B,B,235,118,9,10,False,,13,2,220,0,0,9,0,1,0,0,0,1,2,0,0
A,A,245,123,10,9,False,B,9,3,233,0,0,7,0,2,0,0,1,0,3,1,0
B,A,162,81,6,10,False,,9,6,147,0,0,10,0,2,0,1,1,1,5,0,0
B,B,225,113,5,10,False,,7,3,215,0,0,7,0,1,1,0,3,1,6,0,0
B,B,180,91,6,10,False,,7,5,168,0,0,5,0,0,1,1,1,0,3,0,0
A,B,134,68,10,7,False,B,4,5,124,0,0,9,2,0,1,3,2,0,6,1,0
A,A,293,147,10,8,False,,7,4,282,0,0,3,1,2,2,0,2,0,6,0,0
B,A,228,114,8,10,False,,9,3,216,0,0,6,0,3,0,0,0,1,4,0,0
B,B,169,85,7,10,False,,7,3,155,0,0,8,0,0,1,3,1,0,5,0,1
B,B,277,139,8,10,False,,5,4,268,1,2,6,1,2,1,1,0,1,6,0,0
B,A,104,52,3,10,False,,9,3,92,0,0,4,1,0,0,1,1,1,3,0,0
B,B,154,78,5,10,False,,8,1,144,0,0,6,0,2,0,2,1,0,5,0,1
A,A,153,77,10,6,False,,9,2,142,0,0,9,1,0,2,0,2,0,4,0,0
B,B,173,87,8,10,False,,11,4,158,0,0,6,0,1,1,0,0,2,4,0,0
B,B,187,94,6,10,False,B,6,7,174,0,0,7,0,0,2,0,1,1,4,1,0
B,A,138,69,8,10,False,,10,4,121,0,0,6,0,2,0,2,0,0,4,0,0
A,B,234,117,10,8,False,,8,5,221,0,0,7,0,1,1,0,2,1,5,0,0
B,B,229,115,9,10,False,,5,7,217,0,0,4,0,2,0,1,1,1,5,0,0
B,B,192,97,8,10,False,,9,6,174,0,0,4,0,1,1,1,0,2,5,0,0
A,B,188,94,10,9,False,,12,2,174,0,0,7,0,0,0,0,1,1,2,0,0
B,A,180,90,5,10,False,,6,3,171,0,0,4,0,1,2,0,1,2,6,0,0
B,B,172,87,9,10,False,B,6,4,161,0,0,10,2,1,2,2,0,0,5,1,0
B,A,160,80,8,10,False,,7,4,145,0,0,5,1,0,1,2,1,1,5,0,0
B,A,276,138,9,10,False,,2,10,263,0,0,5,0,1,1,1,1,2,6,0,0
B,B,183,92,6,10,False,,8,4,170,0,0,6,0,0,1,2,1,1,5,0,0
B,B,117,59,6,10,False,,9,3,104,0,0,2,1,0,0,1,0,1,2,0,0
B,A,188,94,7,10,False,,7,3,178,0,0,7,0,3,2,1,0,1,7,0,0
B,A,160,80,5,10,False,,7,6,147,0,0,6,1,1,0,1,1,0,3,0,0
B,A,162,81,7,10,False,,9,4,149,0,0,6,3,2,0,0,1,0,3,0,0
B,A,160,80,7,10,False,,9,0,151,0,0,7,1,2,2,1,0,0,5,0,0
B,B,251,126,9,10,False,,8,4,239,0,0,5,1,1,0,0,1,2,4,0,0
A,A,191,96,10,9,False,,6,7,174,0,0,5,2,1,1,0,1,1,4,0,0
B,A,176,89,7,10,False,,5,4,167,0,0,4,0,0,1,1,2,1,5,0,1
A,A,103,52,10,1,False,,6,5,92,0,0,3,1,1,0,0,1,0,2,0,0
A,B,234,117,10,9,False,,4,5,222,0,0,7,0,1,1,2,2,1,7,0,0
B,A,180,91,6,10,False,,8,4,168,0,0,5,0,2,0,2,1,0,5,0,0
A,A,277,139,10,9,False,,8,0,269,0,0,9,1,2,0,0,0,3,5,0,0
B,A,226,113,5,10,False,,6,6,214,0,0,6,2,0,1,1,1,0,3,0,0
B,A,124,62,3,10,False,B,5,3,116,0,0,5,2,1,1,0,2,0,4,1,0
B,A,186,93,8,10,False,,8,5,173,0,0,6,1,2,0,1,0,0,3,0,0
B,A,124,62,5,10,False,B,6,3,111,0,0,7,2,0,1,1,0,3,5,1,0
B,B,209,105,7,10,False,,6,8,191,0,0,4,0,1,1,1,0,1,4,0,0
A,A,99,50,10,2,False,,10,2,87,0,0,5,1,0,1,0,0,1,2,0,0
B,B,235,118,7,10,False,,7,6,222,0,0,6,1,0,1,0,1,1,3,0,0
A,B,174,87,10,6,False,,12,0,162,0,0,3,0,0,2,0,1,0,3,0,1
A,B,214,107,10,9,False,,12,2,200,0,0,8,0,2,0,0,0,1,3,0,1
B,A,204,102,9,10,False,,15,2,187,0,0,7,0,1,0,0,0,0,1,0,0
A,B,190,95,10,5,False,,4,8,176,0,0,7,0,1,0,2,1,1,5,0,0
B,A,192,96,8,10,False,,8,0,181,0,0,5,0,0,1,3,1,2,7,0,0
B,A,216,108,6,10,False,,6,7,203,0,0,4,1,0,0,1,1,1,3,0,0
B,A,158,79,8,10,False,B,11,3,144,0,0,5,2,0,0,0,1,2,3,1,0
B,A,186,94,7,10,False,,8,2,173,0,0,4,0,0,2,2,1,1,6,0,0
B,B,223,112,9,10,False,B,5,6,212,0,0,6,1,1,1,0,2,0,4,1,0
B,B,231,116,7,10,False,,10,4,217,0,0,5,0,0,1,1,0,0,2,0,0
B,A,246,123,9,10,False,,6,3,237,0,0,4,0,0,1,1,1,2,5,0,0
B,A,176,88,7,10,False,,11,0,165,0,0,4,0,0,0,2,0,1,3,0,0
A,B,260,130,10,7,False,,8,3,249,0,0,9,0,0,1,0,1,1,3,0,0
A,B,172,87,10,8,False,,7,1,160,0,0,8,0,0,1,2,0,3,6,0,1
B,A,248,124,6,10,False,,9,2,237,0,0,6,0,1,2,0,1,1,5,0,0
B,A,214,107,8,10,False,,3,9,202,0,0,5,1,0,0,1,1,1,3,0,0
A,A,165,83,10,6,False,B,7,4,154,0,0,7,1,1,1,0,1,0,3,1,0
B,A,224,112,8,10,False,,9,2,213,0,0,6,0,1,1,0,3,0,5,0,0
B,B,228,115,6,10,False,,12,1,214,0,0,4,1,0,1,1,0,1,3,0,0
B,A,202,102,7,10,False,,7,1,194,0,0,4,0,1,1,1,1,1,5,0,0
B,B,127,64,6,10,False,B,8,3,114,0,0,4,1,0,1,1,1,0,3,1,0
A,B,190,95,10,7,False,,4,8,178,0,0,5,1,1,2,0,1,0,4,0,0
B,A,192,96,4,10,False,B,7,5,180,0,0,7,0,0,0,1,0,2,3,1,0
A,B,152,76,10,3,False,,9,3,140,0,0,6,1,1,1,0,2,0,4,0,0
A,A,211,106,10,8,False,B,9,2,200,0,0,8,1,0,2,0,1,2,5,1,0
A,A,237,119,10,6,False,,6,5,226,0,0,5,0,1,1,0,0,1,3,0,0
B,B,168,85,6,10,False,,5,4,158,0,0,7,0,1,1,2,0,0,4,0,0
B,B,168,85,6,10,False,,11,2,154,0,0,4,0,0,0,2,0,0,2,0,0
B,B,199,100,8,10,False,,5,7,185,0,0,8,1,0,0,1,1,1,3,0,0
A,B,180,90,10,6,False,,9,2,169,0,0,2,0,2,1,1,1,0,5,0,0
B,B,193,97,8,12,False,,8,3,181,0,0,3,1,0,2,1,1,0,4,0,0
B,A,160,80,6,10,False,,10,4,146,0,0,3,0,1,1,0,0,3,5,0,0
B,A,156,78,4,10,False,,6,6,144,0,0,7,0,1,1,1,1,1,5,0,0
A,A,167,84,10,5,False,,6,5,156,0,0,6,2,1,0,0,0,1,2,0,0
A,B,234,117,10,8,False,,7,5,222,0,0,9,0,0,0,0,1,2,3,0,0
B,B,257,129,7,10,False,,4,7,244,0,0,5,0,1,0,1,0,3,5,0,0
B,A,132,67,6,10,False,,8,4,120,0,0,4,1,1,0,1,2,0,4,0,0
B,B,210,106,9,10,False,,5,6,197,0,0,7,0,2,1,2,0,2,7,0,0
B,A,228,114,7,10,False,,5,6,217,0,0,4,0,2,1,1,1,0,5,0,0
B,A,220,110,9,10,False,,5,4,211,0,0,8,0,3,0,0,0,1,4,0,0
B,B,275,138,9,10,False,,6,6,263,0,0,5,1,0,0,0,3,0,3,0,0
B,A,222,111,8,10,False,,6,3,213,0,0,6,1,0,2,1,2,1,6,0,0
B,B,253,127,8,10,False,B,7,2,244,0,0,7,1,1,2,0,1,0,4,1,0
B,B,145,73,6,10,False,B,7,4,134,0,0,4,2,2,0,1,1,0,4,1,0
A,A,243,122,10,7,False,,9,5,229,0,0,4,0,0,1,0,1,0,2,0,0
B,A,182,92,6,10,False,,11,6,165,0,0,4,0,0,0,1,0,1,2,0,0
B,B,163,82,6,10,False,,8,2,147,0,0,4,2,1,0,1,1,1,4,0,0
B,A,204,102,6,10,False,,7,6,191,0,0,4,0,0,0,1,1,1,3,0,0
B,A,158,80,7,10,False,,11,3,144,0,0,6,0,0,0,2,0,0,2,0,0
B,A,210,105,7,10,False,,6,5,199,0,0,8,0,2,0,1,0,2,5,0,1
A,B,208,104,10,8,False,,7,6,195,0,0,5,1,0,2,0,2,0,4,0,0
A,B,236,118,10,7,False,,5,5,226,0,0,2,1,0,0,0,2,1,3,0,0
B,B,231,116,4,10,False,,7,4,220,0,0,6,0,2,1,0,0,1,4,0,0
B,A,200,100,6,10,False,,10,1,189,0,0,5,1,0,1,1,0,2,4,0,0
B,B,171,86,9,10,True,,6,6,158,1,2,8,2,1,1,1,0,0,3,1,0
A,B,150,75,11,4,False,,5,5,140,0,0,5,3,2,1,0,2,0,5,0,0
B,B,208,105,8,12,False,B,4,9,191,0,0,7,2,1,0,3,0,0,4,1,1
B,A,156,79,8,10,False,,10,4,141,0,0,6,0,1,2,2,0,0,5,0,0
B,B,271,136,7,10,False,,2,10,259,0,0,4,0,1,2,1,1,2,7,0,0
B,A,192,96,8,10,False,B,4,7,181,0,0,6,1,1,2,1,1,0,5,1,0
A,A,197,99,10,9,False,,9,5,181,0,0,8,1,0,0,1,1,0,2,0,0
A,A,135,68,10,7,True,B,7,6,122,0,0,6,1,0,0,0,1,1,2,1,0
A,B,188,94,10,8,False,,8,6,174,0,0,6,1,1,1,0,0,1,3,0,0
A,A,169,85,10,5,False,,8,4,157,0,0,7,1,0,2,0,2,0,4,0,0
A,A,193,97,10,7,False,,8,4,181,0,0,8,1,1,0,0,2,0,3,0,0
B,A,182,91,6,10,False,,7,2,173,0,0,4,0,0,1,2,1,1,5,0,0
A,B,170,85,10,5,False,,8,5,157,0,0,3,1,1,0,0,1,1,3,0,0
B,B,101,51,3,10,False,,10,3,88,0,0,3,1,0,0,0,2,0,2,0,0
A,A,105,53,10,6,False,B,11,1,93,0,0,6,2,1,1,0,1,0,3,1,0
A,B,104,52,10,2,False,,7,7,90,0,0,2,1,0,1,0,1,1,3,0,0
A,A,202,102,10,9,False,,7,6,186,0,0,6,0,0,0,1,0,2,3,0,0
B,B,161,81,5,10,False,,6,4,149,0,0,4,0,1,1,1,1,0,4,0,0
B,B,257,129,9,11,False,,7,6,241,0,0,6,1,0,2,1,0,1,4,0,0
A,B,218,109,11,8,False,,7,2,209,0,0,3,3,0,0,2,2,1,5,0,0
B,A,138,69,6,10,False,,9,2,127,0,0,6,1,1,0,1,0,0,2,0,0
B,B,185,93,7,10,False,B,5,5,174,0,0,3,1,1,1,1,1,1,5,1,1
A,A,137,69,10,6,False,,5,3,129,1,2,5,1,1,1,1,1,1,5,1,0
A,B,172,87,10,7,False,,7,5,158,0,0,5,1,1,1,2,1,0,5,0,0
A,A,257,129,10,8,False,,9,7,241,0,0,9,0,0,0,0,1,3,4,0,0
A,A,237,119,10,8,False,,8,4,225,0,0,7,1,1,1,0,2,0,4,0,0
B,A,180,91,6,10,False,,5,4,171,0,0,6,0,1,3,2,0,0,6,0,0
B,A,230,115,8,10,False,,3,6,221,0,0,6,0,0,0,2,2,1,5,0,0
A,B,242,121,10,6,False,,6,4,232,0,0,7,2,0,3,0,1,1,5,0,0
B,B,185,93,8,10,False,,9,4,172,0,0,6,1,1,0,1,1,0,3,0,0
B,A,228,114,8,10,False,B,11,2,215,0,0,11,0,1,0,0,1,1,3,1,0
B,B,203,102,8,10,False,B,12,1,190,0,0,8,0,0,2,0,1,0,3,1,0
A,A,271,136,10,9,False,,5,6,260,0,0,6,0,3,1,0,0,2,6,0,0
B,B,181,91,6,10,False,,6,5,168,1,2,6,0,1,1,2,0,0,5,0,0
A,B,154,77,10,4,False,,6,6,142,0,0,7,1,0,0,1,1,3,5,0,0
B,B,183,92,5,10,False,,7,3,171,0,0,5,0,2,1,2,2,0,7,0,0
B,A,192,96,8,10,False,B,8,6,178,0,0,5,1,0,1,1,0,0,2,1,0
A,A,193,97,10,8,False,,5,4,184,0,0,8,1,2,1,0,2,0,5,0,0
A,B,232,116,10,9,False,,6,7,217,0,0,6,0,1,0,2,1,1,5,0,0
B,A,138,69,3,10,False,B,7,4,127,0,0,6,2,2,0,0,1,0,3,1,0
A,B,160,80,10,4,False,,11,0,149,0,0,4,2,0,2,0,1,1,4,0,0
B,B,169,85,7,10,False,,9,3,155,0,0,5,0,1,1,1,1,0,4,0,0
A,B,222,111,10,7,False,,7,6,209,0,0,3,1,1,0,0,0,1,2,0,0
B,B,123,62,6,10,False,B,3,5,114,0,0,5,2,2,0,2,1,0,5,1,0
A,A,126,64,10,7,False,,6,5,114,0,0,4,1,1,1,3,0,0,5,0,0
B,B,239,120,6,10,False,B,10,3,226,0,0,4,0,1,2,0,1,1,5,1,0
A,B,218,109,10,8,False,,6,5,207,0,0,6,2,0,1,0,2,1,4,0,0
B,A,256,128,8,10,False,,7,5,244,0,0,5,0,1,2,0,1,1,5,0,0
A,A,251,126,10,7,False,,6,6,239,0,0,6,0,1,2,0,1,0,4,0,0
B,A,194,97,8,10,False,,6,7,181,0,0,1,2,1,0,2,0,1,4,0,0
A,A,147,74,10,8,False,,4,2,139,0,0,4,2,2,0,3,1,1,7,0,0
A,A,291,146,10,8,False,,4,9,276,0,0,7,2,0,2,1,1,0,4,0,0
A,A,77,39,10,0,False,,5,2,70,0,0,3,1,0,1,0,1,1,3,0,1
A,A,183,92,10,6,False,,9,3,168,0,0,4,0,0,2,1,1,1,5,0,0
B,A,202,101,8,10,False,,8,5,189,0,0,3,0,2,2,1,0,0,5,0,0
B,B,231,116,7,10,False,,7,3,220,0,0,6,1,1,0,1,2,1,5,0,0
A,B,102,51,10,4,False,,8,1,93,0,0,4,2,1,1,0,1,0,3,0,0
B,A,186,93,7,10,False,B,5,3,178,0,0,5,1,2,2,1,0,1,6,1,0
B,B,179,90,6,10,False,B,11,3,165,0,0,6,1,1,0,0,1,1,3,1,0
B,A,238,119,8,10,False,,9,1,228,0,0,6,0,1,0,1,2,1,5,0,0
B,B,241,121,8,10,False,,8,4,229,0,0,7,0,2,0,0,0,0,2,0,0
B,A,150,75,8,11,False,,6,5,139,0,0,7,1,3,1,2,0,0,6,0,0
B,A,182,91,7,10,False,,6,5,171,0,0,8,0,0,1,2,1,1,5,0,0
A,B,112,56,10,3,False,,8,0,104,0,0,3,2,0,1,1,0,4,6,0,0
B,B,265,133,9,10,False,B,7,7,251,0,0,6,1,1,1,0,1,0,3,1,0
B,B,309,155,9,10,False,,7,6,296,0,0,7,1,0,2,0,1,3,6,0,0
B,B,233,117,8,12,False,,7,8,218,0,0,8,1,0,1,0,2,0,3,0,0
B,B,202,102,9,10,False,B,5,5,192,0,0,9,2,0,0,2,1,1,4,1,1
B,A,218,109,6,10,False,B,5,5,208,0,0,3,1,3,0,0,0,1,4,1,0
A,B,294,147,10,9,False,A,6,5,283,0,0,6,0,1,2,0,1,3,7,1,0
A,A,255,128,11,9,False,,6,7,242,0,0,8,1,0,0,4,0,2,6,0,0
A,A,255,128,10,7,False,,6,7,242,0,0,3,1,0,2,0,0,1,3,0,0
B,A,250,125,8,10,False,,10,3,237,0,0,6,0,1,1,0,0,1,3,0,0
A,B,288,144,10,9,False,A|B,6,7,275,0,0,7,1,1,0,0,0,1,2,2,0
B,B,202,102,6,10,False,,7,4,191,0,0,7,0,0,2,2,0,2,6,0,0
B,A,196,98,7,10,False,,4,7,185,0,0,7,1,1,0,1,1,1,4,0,0
B,A,162,81,5,10,False,B,8,4,150,0,0,5,0,0,1,1,0,0,2,1,0
B,A,226,113,5,10,False,,9,4,213,0,0,7,0,0,0,2,1,0,3,0,0
A,B,136,69,10,5,False,,6,7,123,0,0,5,1,1,1,1,1,0,4,0,0
A,A,245,123,10,8,False,B,5,6,234,0,0,4,1,1,1,0,1,0,3,1,0
B,A,160,80,7,10,False,,8,5,147,0,0,4,0,0,0,1,2,0,3,0,0
A,B,174,87,10,7,False,,8,5,161,0,0,5,1,0,1,0,1,1,3,0,0
B,B,229,115,9,10,False,,10,4,215,0,0,7,2,0,0,0,1,1,2,0,0
A,B,158,79,10,6,False,B,11,3,144,0,0,6,3,0,1,0,0,1,2,1,0
B,B,183,92,7,10,False,,8,5,169,0,0,4,0,0,0,1,2,0,3,0,0
A,A,181,91,10,9,False,,6,2,173,0,0,5,1,0,1,1,1,2,5,0,0
B,A,214,107,8,10,False,,6,5,203,0,0,6,1,0,2,1,0,1,4,0,0
B,B,146,74,6,10,False,,4,5,135,0,0,7,0,1,0,3,0,0,4,0,0
B,B,149,75,7,10,False,,6,5,133,0,0,6,0,0,2,3,0,1,6,0,0
B,A,192,96,9,10,True,,9,3,180,0,0,4,2,1,1,1,0,0,3,0,0
B,A,172,86,7,10,False,,8,7,157,0,0,6,1,0,0,1,0,1,2,0,0
B,A,260,130,7,10,False,,5,7,248,1,2,8,0,1,0,0,3,1,6,0,0
A,A,249,125,10,8,False,B,6,3,240,0,0,7,1,1,0,0,1,2,4,1,0
B,A,196,98,8,10,False,,7,4,185,0,0,6,0,1,1,0,2,0,4,0,0
B,A,120,60,8,10,False,,7,2,111,0,0,9,1,1,2,1,0,0,4,0,1
B,B,186,94,7,10,False,,7,5,174,0,0,3,1,1,1,1,0,0,3,0,0
B,B,205,103,6,10,False,,9,3,193,0,0,4,0,1,2,0,0,0,3,0,0
B,B,147,74,5,10,False,,10,1,133,0,0,6,0,1,0,1,2,0,4,0,0
B,A,262,131,9,10,False,,8,7,247,0,0,5,0,0,0,0,2,0,2,0,0
B,A,182,91,5,10,False,B,7,4,171,0,0,7,0,1,1,2,0,1,5,1,0
B,B,140,71,7,10,False,,9,1,126,0,0,4,0,3,1,2,0,1,7,0,0
B,A,158,79,7,10,False,B,8,3,147,0,0,9,1,0,0,1,1,1,3,1,0
B,B,200,101,7,10,False,,9,3,187,0,0,6,1,0,0,1,1,2,4,0,0
B,B,187,94,8,10,False,,10,3,171,0,0,6,0,0,1,1,1,0,3,0,0
A,B,142,71,10,2,False,,7,2,133,0,0,6,1,2,2,1,2,1,8,0,0
B,A,152,76,5,10,False,,10,2,140,0,0,4,2,0,0,1,0,0,1,0,0
B,A,202,101,8,10,False,B,7,7,188,0,0,5,1,1,1,0,1,0,3,1,0
B,A,222,112,9,12,False,,10,7,205,0,0,4,2,0,0,2,0,0,2,0,0
B,B,221,111,8,10,False,B,10,2,209,0,0,9,1,2,0,0,1,0,3,1,0
B,A,190,95,4,10,False,B,7,5,178,0,0,4,1,2,1,1,0,0,4,1,0
B,B,181,91,6,10,False,B,6,5,169,0,0,5,1,0,0,1,2,1,4,1,0
B,A,178,89,5,10,False,,6,3,169,0,0,7,0,1,0,1,3,2,7,0,0
B,B,194,98,8,10,False,,9,0,183,0,0,4,1,1,1,1,1,1,5,0,0
B,A,184,93,8,10,False,,5,4,175,0,0,5,1,0,0,1,2,2,5,0,0
A,B,202,101,10,8,False,B,5,7,190,0,0,6,1,1,0,0,0,2,3,1,0
A,A,149,75,10,8,False,,9,4,136,0,0,4,2,0,0,2,0,3,5,0,0
A,A,193,97,10,9,False,,8,3,182,0,0,7,1,0,1,0,4,0,5,0,0
A,A,189,95,10,8,False,,8,5,176,0,0,6,0,0,0,1,2,1,4,0,0
B,B,179,90,5,10,False,B,8,3,168,0,0,5,1,1,2,0,1,0,4,1,0
B,A,170,86,7,10,False,,6,4,158,0,0,9,1,0,1,3,2,1,7,0,0
B,A,188,94,8,10,False,,10,4,174,0,0,6,1,1,1,1,1,0,4,0,0
B,B,223,112,9,10,False,,9,6,208,0,0,5,0,0,1,0,0,1,2,0,0
